Site,RFID Date,ColorBands,SilverBands,RFIDold,RFIDnew,Mass,WingLength,BloodSample,Feeder,Sex,MaturityTOIC,KnownHistory,Notes,Recap from pre-2015,Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
L,8/27/2014,BLUEPT;S2720-43483,2720-43483,0700EE0796,,12.07,70,L6,F6L,,adult,originally banded F5L 11/30/2013 as adult,molting primaries,Y,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,8/27/2014,GREYPT;_,,0700EDD7C6,,11.16,69.5,L9,F6L,F,,,,,,,,,BOX 48 L,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,8/27/2014,YPT;_,,0300037E52,,11.02,69,L5; L361,F8L,,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y - 10/21 at F9L,
L,8/27/2014,YPT;_,,0300035196,,12.53,72,L8,F6L,M,adult,,molting primaries; secondaries,,,,,BOX 45 L,,N,N,N,N,N,N,N,N,Y,N,Y-LEAR 8,,,,,,,
L,8/27/2014,_;GREYPT,,030002D01B,,11.8,68.5,L10,F6L,,,,recaptured 12/26/14 at F8L,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,9/3/2014,Blue;BLUEPT,,030001F598,,12.09,69.5,L20; L357,F8L,M,,,,,,,BOX 61-2 L,BOX 61-1 L,BOX 64A L,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y-LEAR 8,,,,,,Y - 10/21 at F8L,
L,9/3/2014,BLUEPT;LG,,0300029B17,,12.32,69.5,L14,F7L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,, ,,,,,,
L,9/3/2014,BLUEPT;Black,,0700EDF951,,12.29,71,L15; L285; L334,F4L,M,adult,,adult. Has growth above PT; PT moves freely 9/18/15.,,,,,,BOX 34 L,N,N,N,N,N,N,N,N,Y,N,,,,,,,Y - 9/4 at F4L; 9/18 at ?; 10/21 at F3L,
L,9/3/2014,BLUEPT;Grey,,03000374B8,,11.94,73,L16,F8L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,Y - F8L 10/29/14
L,9/3/2014,BLUEPT;Y,,030002ABB6,,10.32,67.5,L17; L269,F8L,M,,,,,,,,,BOX 61 L,N,N,N,N,Y,N,N,N,N,Y,,,,,,,Y - 8/31 at F8L,
L,9/3/2014,BLUEPT;O,,0700EDFC08,,13.24,72,L18,F8L,,adult,,molting primaries; secondaries,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,Y- F8L 11/10/14
L,9/3/2014,BLUEPT;W,,0700EE0900,,11.54,69,L19; L267,F8L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,Y - 8/31 at F8L,
L,9/3/2014,LB;BLUEPT,,0700EE2471,,11.89,71.5,L21; L290,F3L,M,,,,,,,,BOX 30-2 L,BOX 30 L,N,N,N,Y,N,N,N,N,Y,Y,Y-LEAR 3,,,,,,Y - 9/4 at F3L,
L,9/10/2014,G;BLUEPT,,0300021719,,10.69,68.5,L22; L275,F8L,,,,,,,,,,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y - 8.31 at F9L,
L,10/10/2014,Black;BLUEPT,,03000238B6,,12.3,70.5,L24,F8L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,10/10/2014,LG;BLUEPT,,0700EDD882,,10.56,65,L23,F3L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,10/29/2014,BLACKPT;Blue,,0700EDE9E6,,12.04,70.5,L30,F8L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,10/29/2014,BLACKPT;LB,,0300028A90,,11.26,68.5,L31,F8L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,10/29/2014,BLACKPT;G,,0700EE22F5,,11.86,73.5,L32,F7L,M,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
L,10/29/2014,BLACKPT;LG,,0700EE0832,,12.06,70,L33,F6L,,,recaptured 11/19//14 at F5L,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,10/29/2014,BLUEPT;S2720-43627/W,2720-43627,030001F5E3,,11.25,67,L26; L246; L301,F6L,F,juv,formerly S; banded as chick 2014 - from box 33; WAS B PT;SY BUT THEN CHANGED TO SW IN FALL 2015,pair with grey/blue pt at time of first capture,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,Y -F5L 8/24; MASS 11.86; again 9/4 at F5L,
L,10/29/2014,Grey;BLUEPT,,0700EE3185,,11.92,71,L25,F6L,,,,pair with blue pt/SY at time of first capture,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,10/29/2014,O;BLUEPT,,03000268DB,,12.23,73.5,L28,F6L,M,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,Y - F5L 11/19/14
L,10/29/2014,W;BLUEPT,,0300024BC6,,11.88,74.5,L29,F8L,M,,,,,,,,,,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,
L,10/29/2014,Y;BLUEPT,,0700EE2F01,,10.51,68,L27,F6L,F,,,,,,,BOX 39-4 L,BOX 45 L,BOX 45 L,N,N,N,N,N,N,N,N,Y,Y,Y-LEAR 8,,,,,,,
L,11/3/2014,BLACKPT;Black,,0700EDFA56,,9.52,70.5,L34,F4L,M,,,,,,,,BOX 23 L,,N,N,N,Y,N,N,N,N,Y,Y,Y-LEAR 3,,,,,,Y-9/18 at F4L was badly tangled w/broken toe; released. ,
L,11/3/2014,BLACKPT;Grey,,0700EDF49C,,11.95,73.5,L35,F4L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,F3L 12/26/14
L,11/3/2014,BLACKPT;O,,0700ED987A,,10.28,70,L36,F5L,,,,,,,,,,BOX 46 L,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/3/2014,BLACKPT;W,,0700EE0FCF,,9.83,68,L37,F5L,,,,pair w blue;black pt at time of first capture,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/3/2014,BlackPT;LG/S2720-43639,2720-43639,0700EE0791,,11.14,69,L41,F6L; box 13B L,,juv,S banded as chick 2014 box 13B L,pair w lg;black pt at time of first capture,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/3/2014,BLACKPT;Y,,0700EE1229,,10.52,68,none,F4L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/3/2014,BLACKPT;Grey/S2720-43470,2720-43470,0700EE2338,,10.47,66,,F4L,F,adult,originally banded 2013 F4L captured as adult,,Y - formerly LB/S,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/3/2014,Blue;BLACKPT,,0700EDFC9F,,11.07,72.5,L38,F5L,M,,,pair w black pt;white at time of first capture,,,,,,BOX 45 L,N,N,N,N,N,N,N,N,N,Y,,,,,,,Y-9/18 at F5L,
L,11/3/2014,G;BLACKPT,,0700ED9C83,,10.97,71,L40; L331,F4L,M,,,pair w lb;black pt,,,,,BOX 37 L,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y-9/18 at F4L,
L,11/3/2014,LB;BLACKPT,,0700EDED2A,,9.42,66.5,L39; L814,F4L,F,,,pair w green;black pt,,BOX 37 L,BOX 32-1A L 06/10,BOX 32-1A,BOX 37 L,,N,N,N,N,N,N,N,N,Y,N,,,,,,,,
L,11/3/2014,LG;BLACKPT,,0700EDBBFC,,10.55,72,L42,F6L,,,,pair w black pt;LG/S at time of first capture,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,11/10/2014,Black;BLACKPT,, 030001BAA3,0700EE0E10,10.75,70.5,L43; L282,F2L,M,adult,,DIED 3/1/2017. PIT tag changed 1/27/2017 OLD ID 030001BAA3; stopped reading, Y - formerly W; Y,,,,BOX 21 L,BOX 20 L,N,N,N,N,N,N,N,Y,N,N,,,,,,Y-F3L 1/27 PIT TAG REPLACED,Y - 9/4 at F2L,
L,11/10/2014,Blue;YPT,,0300024BC2,,11.74,70.5,L58,F8L,M,,,,,,,,,BOX 59 L,N,N,N,N,Y,N,N,N,Y,Y,,,,,,F,,
L,11/10/2014,G;YPT,,0300024622,,11.54,71.5,L60; L330; L364,F2L,,,,,,,,,,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y-9/18 at F2L; 10/21 at F2L,
L,11/10/2014,Grey;BLACKPT,,0700EE1E3D,,11.56,71.5,L44; L318,F2L,M,,,,,,,BOX 25-1 L,BOX 27A L,BOX 27B,N,N,Y,Y,N,N,N,Y,Y,N,Y-LEAR 3,,,,,Y-F2L 12/28,Y-9/18 at F2L,
L,11/10/2014,LB;YPT,,0300023ABD,,12.45,67,L59,F5L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,O;BLACKPT,,0700EE0EAB,,11.64,70,L46,F2L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,W;BLACKPT,,0700EDEBBE,,10.04,69,L47,F2L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/10/2014,Y;BLACKPT,,0700ED9F1F,,11.08,70,L45,F2L,M,,,,,,,,,BOX 26 L,N,N,N,Y,N,N,N,N,Y,N,,,,,,,,
L,11/10/2014,YPT;Blue/S2720-43535,2720-43535,0300038570,,12.86,72.5,L48,F2L,,juv,formerly S; banded as chick from box 13 L 2014,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,YPT;Blue,,03000390F1,,10.85,66.5,L49,F5L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,YPT;LB,,030002B51B,,12.15,71.5,L50,F8L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/10/2014,YPT;G,,030002BA36,,12.29,71.5,L51,F7L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,YPT;LG,,030003ACE9,,10.59,70.5,L52,F7L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/10/2014,YPT;Black,,030002D697,,12.95,73.5,L53; L266,F7L,M,,,,,,,,,BOX 50 L,N,N,N,N,N,N,N,N,N,N,,,,,,,Y - 8/31 at F8L,
L,11/10/2014,YPT;Grey,,03000238E7,,11.3,71.5,L54,F7L,,,,didn't fly for several minutes,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/10/2014,YPT;Y,,030001E5EE,,11.23,70.5,L55,F7L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/10/2014,YPT;O,,03000298F3,,10.87,71,L56,F7L,F,,,,,,,BOX 51-1 L,BOX 57 L,BOX 50 L,N,N,N,Y,N,N,N,N,Y,N,,,,,,,,
L,11/10/2014,YPT;W,,0300025C11,,11.8,72,L57; L251,F6L,M,,,,,BOX 43 L,,,,,N,N,N,Y,N,N,N,N,Y,N,Y-LEAR 8,,,,,,Y - 8/31 at F7L,
L,11/10/2014,YPT;S2720-43484/G,2720-43484,0300027CC3,,,71.5,,F5L,,adult,3rd capture. Was W;DG first captured Oct 2012. Then was W; SG second capture Dec 2013,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,Black;YPT,,030001EDEB,,12.67,75,L62,F1L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,Blue;GREYPT,,030001C4F8,,,69.5,L76; L310,F10,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,Y - 9/9 at F10L,
L,11/14/2014,Grey;YPT,,030001CE0E,,10.36,70,L63,F1L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;Blue,,0700ED98D3,,12.71,72,L67,F9L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;LB,,0700EE12AD,,,67,L68,F9L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;G,,0700EDACDA,,,72,L69,F9L,M,,,,,,,,,BOX 68 L,N,N,N,N,Y,N,N,N,Y,Y,Y-LEAR 8,,,,,,,
L,11/14/2014,GREYPT;LG,,030001AA57,,,70,L70; L271; L311,F9L,M,,,recaptured 12/26/14 at F8L,,,BOX 66 L,BOX 64A L,BOX 66 L,,N,N,Y,Y,Y,N,N,Y,Y,Y,,,,,,,Y - 8/31 at F9L; 9/9 AT F9L,Y - F8L 12/26/14
L,11/14/2014,GREYPT;Black,,0700EE1FBA,,,72.5,L71,F9L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;Grey,,0700EDE5DD,,,72,L72,F9L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,11/14/2014,GREYPT;Y,,0700ED8F36,,,74,L73,F10,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;O,,0700EE0EE4,,,67.5,L74,F10,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,GREYPT;W,,030003B798,,,68.5,L75,F10,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,LG;YPT,,030003BC9C,,10.89,66.5,L61,F1L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/14/2014,O;YPT,,030001FBB1,,11.15,66.5,L65; L324,F1L,F,,,,,,,,BOX 15 L,BOX 10 L,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y-9/18 at F1L,
L,11/14/2014,W;YPT,,03000393B8,,,69,L66,F9L,,,,didn't fly for app 30 min,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,11/14/2014,Y;YPT,,030002A904,,11.05,74,L64,F1L,M,,,didn't fly right away,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,Black;GREYPT,,0300005334,,11.23,71.5,L81,F12L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,BLUEPT;Blue/Blue,,0700EDDEED,,11.07,68.5,L85,F12L,M,,,,,,,,,BOX 86 L,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,BLUEPT;Black/Black,,0700EDE654,,10.23,69,L86,F12L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,BLUEPT;G/G,,0700EDBE0A,,10.67,67,L87,F9L,F,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,11/19/2014,BLUEPT;LG/LG,,0300029FD8,,12.34,71.5,L88,F9L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,11/19/2014,G;GREYPT,,0700EE1214,,11.23,68,L78; L263; L344,F9L,F,,,,,,,,,BOX 67 L,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y - 8/31 at F9L; again 9/23 at F8,
L,11/19/2014,Grey;GREYPT,,030001F82D,,12.15,73,L82,F12L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,GREYPT;S2540-39274,2540-39274,0700EE3087,,10.29,68,L79; L385,F6L,F,adult,formerly S; banded as chick 2013 if4.right L,,,,,,BOX 42 L,BOX 42 L,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,,
L,11/19/2014,LB;GREYPT,,0700EDC701,,11.32,72,L77,F9L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,11/19/2014,LG;GREYPT,,0300024AB8,,11.59,70.5,L80,F12L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,O;GREYPT,,0700EDB6AE,,10.89,70,L84,F12L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/19/2014,W;GREYPT,,03000158F3,,12.2,72,none,F9L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,Y - F8L 12/26/14
L,11/19/2014,Y;GREYPT,,0700EE36E7,,11.09,70,L83,F12L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/21/2014,BLUEPT;LB/LB,,0700EE22BD,,11.67,67.5,L89,F1L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/21/2014,BLUEPT;Y/Y,,030001E139,,11.2,70.5,L91,F5L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,11/21/2014,BLUEPT;O/O,,0700EDD850,,12.75,71.5,L92; L262,F5L,,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y - 8/31 at F9L,
L,11/21/2014,GREYPT;S2540-39355/G,2540-39355,0300035E65,,12.25,73,L90; L322,F4L; IFBOX 6,M,adult,formerly S; banded as chick 2013 if6.right,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,Y-9/18 at F4L,
L,12/26/2014,BLACKPT;Blue/Blue,,0700EE0C1C,,11.37,68,,F8L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLACKPT;Black/Black,,0700EE1694,,12.54,70,,F8L,,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
L,12/26/2014,BLACKPT;G/G,,0700EE268F,,13.22,73,,F8L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLACKPT;LB/LB,,0700EE1AE9,,12.01,70,L341; L354,F8L,,,,,,,,,,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y-9/23 at F7L; 10/21 at F7L,
L,12/26/2014,BLACKPT;Y/Y,,0700EE07EA,,12.66,74,,F8L,M,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLACKPT;O/O,,0700EDAF9D,,13.09,72,,F8L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLACKPT;Grey/Grey,,0700ED9AA8,,12.74,69,,F8L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLACKPT;LG/LG,,0700EDB7ED,,13.05,71,L253,F8L,M,,,,,,,,,BOX 53 L,N,N,N,Y,Y,N,N,N,Y,Y,Y-LEAR 8,,,,,,Y - 8/31/15 at F7L,
L,12/26/2014,BLACKPT;W/W,,0700EDC868,,11.59,71,,F8L,F,,,,,,,,,BOX 53 L,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,,
L,12/26/2014,Black/Black;BLUEPT,,0300039338,,11.93,70,,F3L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLUEPT;Grey/Grey,,0700EDC784,,11.23,69,,F3L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLUEPT;W/W,,030001C868,,12.09,72,,F3L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,BLUEPT;S2720-43477/LB,2720-43477,030001A1C9,,12.68,75,,F3L,M,adult,originally banded F4L 2013,DIED,Y - formerly W; S/LB,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,Y - F4L
L,12/26/2014,Blue/Blue;BLUEPT,,03000210A4,,12.5,74,,F3L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,Blue/Blue;BLACKPT,,0700EE3B1E,,11.96,66,L255,F8L,F,,,,,,,,,,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,Y - 8/31/15 at F9L,
L,12/26/2014,G/G;BLUEPT,,0700EDD143,,13.2,73,,F3L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,Grey/Grey;BLUEPT,,03000338A4,,12.16,69,L254,F8L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,Y - 8/31/15 at F8L,
L,12/26/2014,LB/LB;BLUEPT,,0300028599,,12.94,74,,F8L,M,,,lost tail,,,,,BOX 55-3 L,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-LEAR 8,,,,,,,
L,12/26/2014,LG/LG;BLUEPT,,0700EDC275,,11.05,67,L99,F3L,F,,,,,,,,,BOX 30 L,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,12/26/2014,O/O;BLUEPT,,030001B0D7,,12.45,69,,F8L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,12/26/2014,W/W;BLUEPT,,0700EDD343,,12.07,66,,F8L,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,12/26/2014,Y/Y;BLUEPT,,0700EE1AAD,,12.81,71,L355,F8L,,,,,,,,,,,N,N,N,Y,Y,N,N,Y,Y,Y,Y-LEAR 8,,,,,,Y - again 10/21 at F8L,
L,1/9/2015,Black/Black;BLACKPT,,0700EDF229,,,67.5,,FS F1 L,,,,,,,,,,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,,
L,1/9/2015,G/G;BLACKPT,,0700EE2652,,,69.5,,FS F1 L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,1/14/2015,BLUEPT;Y/S2720-43597,2720-43597,0300019E94,,11.9,70,,F3L,,juv,formerly S; banded as chick box 7 L 2014,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,1/14/2015,BLUEPT;S2720-43636/Y,2720-43636,0700EE26D8,0700EE2C29,11.2,71,L228; L281; L352,F3L,,juv,formerly S; banded as chick 13B L; 2014,formerly 0700EE26D8; replaced 8/19/15,,,,,,,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,Y - 8/19; 9/4 at F3L; 10/21 AT F3L,
L,1/14/2015,BLUEPT;O/S2720-43543,2720-43543,0700EE16FA,,11.01,66,,F3L,F,juv,S banded as chick 2014 Box 54 L,Detected LOW and HIGH arrays F2014/W15,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,1/14/2015,Grey/Grey;BLACKPT,,0700EDFF75,,,71,,F3L,F,,,,,,,,,BOX 1 L,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,1/14/2015,LB/LB;BLACKPT,,0700EDF2A7,,10.34,68,,F3L,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
L,1/14/2015,LG/LG;BLACKPT,,0700EDE803,,12.76,75.5,,F3L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,1/14/2015,O/O;BLACKPT,,0700EE3386,,11.2,69,L340,F3L,F,,,,,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,,N,N,Y,Y,N,N,N,Y,Y,Y,Y-LEAR 3,,,,,,Y-9/18 at F3L,
L,1/14/2015,Y/Y;BLACKPT,,0700EDD3BC,,10.57,67.5,,F3L,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
L,6/22/2015,W/W;BLACKPT,,03000357DA,,,65.5,L93,BOX 5 L,F,adult,,,,,,,,BOX 5 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,6/22/2015,YPT;Blue/Blue,,030002A272,,,72,L100,BOX 4 L,M,adult,,,,,,,,BOX 4 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,6/22/2015,YPT;Black/Black,,03000328BB,,,66,L101,BOX 4 L,F,adult,,,BOX 5 L,,BOX 5 L,BOX 4 L,BOX 1 L,BOX 4 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,6/22/2015,YPT;G/G,,0300038D22,,,70,L102,BOX 67 L,M,adult,,,,,,,,BOX 67 L,N,N,N,N,,N,N,N,N,,,,,,,,Y - 10/21 at F9L; 11/15 at F8L,
L,6/22/2015,YPT;LB/LB,,03000274CD,,,75,L94,BOX 5 L,M,adult,,,,,,,,BOX 5 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,6/22/2015,YPT;Y/S2720-43467,2720-43467,030002AF09,,,68,L95,BOX 14 L,F,adult,originally banded F4L 2013,,Y - formerly LB/O; S,,,,,BOX 14 L,N,N,N,N,,N,N,N,Y,,,,,,,,Y-9/18 at F1L,
L,6/22/2015,YPT;Y/Y,,0300030FD8,0700EDCBDC,,73,L96; L876,BOX 14 L,M,adult,,,,BOX 27A L,BOX 16 L,BOX 16 L,BOX 16 L,BOX 14 L,N,N,N,Y,,N,N,Y,Y,,,,,,,,,
L,6/22/2015,YPT;O/O,,03000365FE,,,71.5,L97,BOX 42 L,M,adult,,,Y - formerly W;W,,BOX 43-1 L,BOX 39-4 L,BOX 42 L,BOX 42 L,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,6/24/2015,YPT;Grey/Grey,,030002CF5E,,,72,L110,BOX 68 L,F,adult,,lost tail at capture,,,,,,BOX 68 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,6/24/2015,YPT;W/W,,030001CC09,,,68.5,L115,BOX 64A L,F,adult,,,,,,,,BOX 64A L,N,N,N,N,,N,N,N,Y,,,,,,,,Y - 9/9 at F8L,
L,6/30/2015,Black/Black;YPT,,03000209BC,,,66.5,L158,BOX 19 L,F,adult,,,,,,,,BOX 19 L,N,N,N,N,,N,N,N,Y,,,,,,,,Y - 10/21 at F2L,
L,6/30/2015,Blue/Blue;YPT,,0700EE2D14,,,72,L157,BOX 19 L,M,adult,,adult,,,,,,BOX 19 L,N,N,N,N,,N,N,N,N,,,,,,,,Y-9/18 at F2L,
L,6/30/2015,G/G;YPT,,0300023DD0,,,68,L159,BOX 34 L,F,adult,,,,,,,,BOX 34 L,N,N,N,N,,N,N,N,N,,Y-LEAR 3,,,,,,,
L,6/30/2015,LG/LG;YPT,,030001EC87,,,71.5,L160,BOX 95 L,F,adult,,,,,,,,BOX 95 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/1/2015,GREYPT;S2540-39284/Y,2540-39284,0700EE243D,,,75,L167,BOX 82 L,M,adult,S banded as chick if7.left 2013,,,,,,,BOX 82 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/1/2015,Grey/Grey;YPT,,0300022151,,,69.5,L166,BOX 82 L,F,adult,,,,,,,,BOX 82 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/1/2015,LB/LB;YPT,,0300035D05,0700ED8676,,64,L162,BOX 28 L,F,adult,,Broken PIT; replaced 19 Oct 2018 for old records see 0300035D05; feathers and pics taken 2018,,BOX 22-1 L,BOX 25-1 L,BOX 31 L,,BOX 28 L,N,N,N,N,,N,N,N,N,,,,,,,Y-F3L 3/1,,
L,7/1/2015,O/O;YPT,,03000321CC,,,70,L165,BOX 95 L,M,adult,,,,,,,,BOX 95 L,N,N,N,N,,N,N,N,N,,,,,,,,,
L,7/1/2015,YPT;O/S2720-43594,2720-43594,030002FE1D,,,66.5,L161,BOX 26 L,F,adult,S banded as chick box 7 L 2014,,,,,,,BOX 26 L,N,N,N,N,,N,N,N,N,,,,,,,,,
